996.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
997.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
998.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
999.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1000.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1001.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1002.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1003.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1004.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1005.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1006.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1007.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1008.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1009.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1010.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1011.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1012.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1013.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1014.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1015.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1016.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1017.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1018.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1019.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1020.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1021.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1022.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1023.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1024.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1025.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1026.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1027.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1028.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1029.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1030.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1031.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1032.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1033.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1034.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1035.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1036.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1037.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1038.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1039.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1040.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1041.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1042.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1043.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1044.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1045.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1046.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1047.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1048.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1049.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1050.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1051.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1052.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1053.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1054.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1055.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1056.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1057.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1058.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1059.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1060.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1061.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1062.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1063.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1064.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1065.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1066.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1067.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1068.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1069.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1070.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1071.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1072.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1073.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1074.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1075.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1076.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1077.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1078.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1079.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1080.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1081.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1082.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1083.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1084.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1085.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1086.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1087.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1088.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1089.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1090.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1091.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1092.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1093.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1094.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1095.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1096.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1097.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1098.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1099.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1100.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1101.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1102.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1103.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1104.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1105.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1106.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1107.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1108.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1109.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1110.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1111.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1112.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1113.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1114.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1115.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1116.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1117.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1118.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1119.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1120.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1121.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1122.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1123.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1124.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1125.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1126.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1127.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1128.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1129.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1130.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1131.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1132.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1133.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1134.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1135.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1136.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1137.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1138.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1139.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1140.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1141.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1142.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1143.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1144.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1145.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1146.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1147.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1148.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1149.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1150.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1151.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1152.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1153.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1154.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1155.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1156.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1157.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1158.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1159.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1160.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1161.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1162.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1163.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1164.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1165.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1166.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1167.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1168.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1169.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1170.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1171.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1172.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1173.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1174.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1175.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1176.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1177.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1178.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1179.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1180.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1181.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1182.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1183.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1184.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1185.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1186.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1187.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1188.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1189.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1190.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1191.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1192.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1193.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1194.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1195.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1196.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1197.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1198.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1199.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1200.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1201.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1202.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1203.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1204.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1205.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1206.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1207.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1208.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1209.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1210.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1211.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1212.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1213.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1214.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1215.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1216.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1217.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1218.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1219.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1220.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1221.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1222.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1223.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1224.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1225.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1226.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1227.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1228.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1229.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1230.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1231.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1232.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1233.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1234.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1235.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1236.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1237.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1238.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1239.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1240.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1241.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1242.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1243.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1244.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1245.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1246.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1247.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1248.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1249.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1250.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1251.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1252.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1253.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1254.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1255.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1256.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1257.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1258.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1259.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1260.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1261.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1262.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1263.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1264.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1265.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1266.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1267.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1268.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1269.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1270.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1271.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1272.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1273.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1274.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1275.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1276.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1277.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1278.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1279.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1280.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1281.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1282.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
1283.000000 -0.091083 0.073264 -0.000000 0.000000 0.000000
